AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
PG1211+143,2116,IC3061,11,"('183.57375', '14.05361')","(183.7685, 14.02897)",0.31637462187994564,0.0761544190696809,151.66740848894227,111.02428112804876,139.33402065503995,x,2615.6,2316.0,200.0,41.9,x,23.1,6.0,74.9,120.0,22.6,IC3061,.SB.5?/,78.8,122.0,SBc? sp;LINER  HII,SBc? sp;LINER  HII,0.007725
PG1211+143,2116,NGC4189,11,"('183.57375', '14.05361')","(183.44696, 13.42481)",0.04897046208099932,0.024081784621940848,180.80449454089424,162.67634124235767,314.02326242948857,x,2414.5,2115.0,-1.0,28.08,x,29.8,17.3,54.5,95.0,83.9,NGC4189,.SXT6$.,43.6,85.0,SAB(rs)cd?     HII,SAB(rs)cd?     HII,0.007055
PG1211+143,2116,UGC07345,11,"('183.57375', '14.05361')","(184.70668, 14.41651)",0.006900337282850687,0.004084512978952296,184.13984967445717,169.27083623589743,311.3630071051056,x,2706.7,2407.0,291.0,15.425,x,30.6,29.0,18.2,24.0,47.7,NGC4254,.SAS5..,29.4,-99,SA(s)c;LINER   HII,SA(s)c;LINER   HII,0.008029
PG1211+143,2116,IC3049,11,"('183.57375', '14.05361')","(183.39042, 14.48028)",2.160278305567468e-06,3.0887257132972613e-26,96.52394416861009,41.569219381653056,311.3499255993781,x,2740.4,2441.0,325.0,38.59710472,x,12.0,7.5,51.7,x,x,IC3049,.I?....,51.9,-99,ImIII-IV,ImIII-IV,0.008142
PG1211+143,2116,NGC4168,11,"('183.57375', '14.05361')","(183.07195, 13.20519)",1.0872528976338562e-07,6.642994936477543e-23,120.24414025833488,67.02331683824667,477.80089702789394,x,2514.4,2215.0,99.0,27.975,x,16.5,12.9,38.9,x,x,NGC4168,.E.2...,33.7,-99,E2             Sy1.9,E2             Sy1.9,0.007388
PG1211+143,2116,IC3019,11,"('183.57375', '14.05361')","(182.34275, 13.99243)",7.781449114946211e-14,6.074790776177538e-146,67.19984334193845,18.918535884153403,343.8665869151638,x,2015.1,1716.0,-400.0,16.475,x,7.1,6.6,21.6,x,x,IC3019,.E.....,21.1,-99,E,E,0.005723
PG1211+143,2116,NGC4192A,11,"('183.57375', '14.05361')","(183.35954, 14.77203)",8.053407507249135e-17,2.312489548291524e-161,74.22181292925816,23.481226543773214,451.5702083939216,x,2374.3,2075.0,-41.0,34.6,x,8.2,7.1,28.8,x,x,UGC7223,.SA.8..,24.2,-99,SAdm,SAdm,0.006921
PG1211+143,2116,SDSSJ121153.85+134830.2,11,"('183.57375', '14.05361')","(182.97438, 13.8084)",2.2199990678158712e-18,0.0,56.34433476966049,12.89864333951443,357.91737997849145,x,2306.3,2007.0,-109.0,32.48363137,x,5.5,2.6,62.6,133.0,65.9,0,x,x,x,x,x,0.006695
PG1211+143,2116,SDSSJ121309.41+133503.9,11,"('183.57375', '14.05361')","(183.28924, 13.58442)",2.4638269283225228e-21,0.0,46.7780388647478,8.607438643406063,322.22895510934126,x,2407.5,2108.0,-8.0,33.90777912,x,4.2,2.8,47.9,57.0,26.5,0,x,x,x,x,x,0.007032
PG1211+143,2116,SDSSJ121419.86+132706.4,11,"('183.57375', '14.05361')","(183.58277, 13.45179)",6.987667514087976e-24,0.0,57.750220983723516,13.608563480397187,409.32593366811153,x,2766.5,2467.0,351.0,38.96541089,x,5.7,4.4,38.7,67.0,67.8,0,x,x,x,x,x,0.008229
PG1211+143,2116,2MASXJ12131365+1331213,11,"('183.57375', '14.05361')","(183.30704, 13.52278)",3.0434339506975635e-33,0.0,41.24838512685209,6.547900426854397,356.812173100152,x,2457.5,2158.0,42.0,34.61212737,x,3.5,2.4,47.2,40.0,14.0,0,x,x,x,x,x,0.007199
