target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z_target,RAdeg_target,DEdeg_target,type,glon,glat,z,program PI,program #,obsid,"SN(N=1238,C=1548,O=1031)",calver,nightonly,IGMPARS,FPN
MRK876,Lya,"816, 1040",1,939,379,5,1.05E+14,1.71E+12,59.8,1.7,99.5,2.9,in pilot,0.129,,,QSO,98.27,40.38,0.129,"Arav,Green","1,152,411,686","LB4F05,LB4Q03","SN=N:59.7,C:41.8,O:33.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK876,Lya,"3326, 3586",1,3478,280,3,7.91E+13,9.70E+11,51.9,3,86.5,5,in pilot,0.129,,,QSO,98.27,40.38,0.129,"Arav,Green","1,152,411,686","LB4F05,LB4Q03","SN=N:59.7,C:41.8,O:33.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK876,Lya,"4466, 4528",1,4508,16,2,3.06E+12,3.50E+11,22.4,1.8,37.2,2.9,"in pilot, super weak",0.129,,,QSO,98.27,40.38,0.129,"Arav,Green","1,152,411,686","LB4F05,LB4Q03","SN=N:59.7,C:41.8,O:33.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK876,Lya,"5023, 5057",6,5036,10,1,1.89E+12,2.61E+11,14,0.7,23.3,1.1,"in pilot, extremely weak",0.129,,,QSO,98.27,40.38,0.129,"Arav,Green","1,152,411,686","LB4F05,LB4Q03","SN=N:59.7,C:41.8,O:33.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK876,Lya,"5972, 6106",2,6037,96,2,2.06E+13,5.49E+11,35.4,3.1,58.9,5.1,"in pilot, blended with MgII",0.129,,,QSO,98.27,40.38,0.129,"Arav,Green","1,152,411,686","LB4F05,LB4Q03","SN=N:59.7,C:41.8,O:33.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK876,Lya,"6959, 7073",6,7005,28,2,5.28E+12,4.64E+11,41.6,2.1,69.3,3.5,"in pilot, very weak and broad",0.129,,,QSO,98.27,40.38,0.129,"Arav,Green","1,152,411,686","LB4F05,LB4Q03","SN=N:59.7,C:41.8,O:33.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK876,Lya,"9876, 9926",1,9895,13,2,2.43E+12,3.09E+11,19.2,1.9,31.9,3.2,"in pilot, extremely weak",0.129,,,QSO,98.27,40.38,0.129,"Arav,Green","1,152,411,686","LB4F05,LB4Q03","SN=N:59.7,C:41.8,O:33.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,Lya,"990, 1100",8,1075,249,2,1.17E+14,1.54E+12,28.2,5.8,47,9.6,"blended with 1123, 1188 - errors are way too small?",0.104,,,QSO,266.99,-42,0.104,"Arav,Howk","1,168,611,692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,Lya,"1100, 1168",1,1123,269,1,1.62E+14,2.15E+12,26.8,1.5,44.6,2.6,"blended with 1123, 1188 - errors are way too small?",0.104,,,QSO,266.99,-42,0.104,"Arav,Howk","1,168,611,692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,Lya,"1168, 1252",7,1188,240,1,8.79E+13,8.93E+11,29.7,2,49.4,3.4,blended with 1123 - errors are way too small?,0.104,,,QSO,266.99,-42,0.104,"Arav,Howk","1,168,611,692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,Lya,"1252, 1358",1,1264,91,2,2.02E+13,5.69E+11,32.5,2.6,54.1,4.3,blended with 1188 - errors are way too small?,0.104,,,QSO,266.99,-42,0.104,"Arav,Howk","1,168,611,692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,Lya,"2004, 2048",1,2020,9,1,1.67E+12,2.66E+11,17.5,1.4,29.2,2.3,super weak,0.104,,,QSO,266.99,-42,0.104,"Arav,Howk","1,168,611,692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,Lya,"7712, 7872",1,7801,122,2,2.61E+13,5.50E+11,43.9,2.4,73.1,3.9,looks asymetric,0.104,,,QSO,266.99,-42,0.104,"Arav,Howk","1,168,611,692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,Lya,"8772, 8874",6,8819,39,2,7.57E+12,3.94E+11,30.4,2.7,50.7,4.5,,0.104,,,QSO,266.99,-42,0.104,"Arav,Howk","1,168,611,692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,Lya,"9926, 10000",1,9962,34,2,6.78E+12,3.35E+11,23.3,2.3,38.9,3.8,,0.104,,,QSO,266.99,-42,0.104,"Arav,Howk","1,168,611,692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"1157, 1205",3,1176,9,2,1.75E+12,4.33E+11,18.4,3.4,30.6,5.6,"in pilot paper, very weak",0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"1426, 1558",1,1495,160,3,3.99E+13,8.60E+11,33.6,2.4,55.9,4.1,in pilot paper,0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"1558, 1602",1,1571,23,2,4.57E+12,3.91E+11,17.9,1.4,29.7,2.3,in pilot paper,0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"1602, 1720",8,1686,321,2,1.68E+14,2.59E+12,34,5.1,56.6,8.5,"in pilot paper, totally blended with 1721",0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"1720, 1830",1,1721,303,2,1.54E+14,2.43E+12,33,2.3,54.9,3.8,"in pilot paper, totally blended with 1686",0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"1830, 1950",1,1854,78,3,1.60E+13,7.08E+11,41.3,2.4,68.7,4,in pilot paper,0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"2222, 2408",1,2311,343,3,1.26E+14,1.41E+12,39.3,2.8,65.4,4.6,in pilot paper,0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"7506, 7624",1,7553,61,3,1.22E+13,5.29E+11,34.9,2.6,58.1,4.3,in pilot paper,0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"9134, 9310",1,9240,248,3,6.04E+13,7.60E+11,53.8,2.3,89.6,3.8,"in pilot paper, blended with 9351",0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"9310, 9380",11,9351,124,2,3.01E+13,5.35E+11,27.9,1.7,46.5,2.8,"in pilot paper, blended with 9240 and SII",0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Maybe,"9522, 9618",1,9568,32,3,6.20E+12,5.69E+11,31.5,2.4,52.5,3.9,in pilot paper,0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,Lya,"9700, 9754",1,9716,11,2,2.07E+12,3.48E+11,21,1.9,35,3.2,"in pilot paper, extremely weak/dubious",0.117,,,QSO,291.26,63.66,0.117,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
MRC2251-178,Lya,"856, 918",1,888,34,5,6.84E+12,1.16E+12,21.4,1.9,35.7,3.2,weak,0.0661,,,QSO,46.2,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRC2251-178,Lya,"2210, 2322",1,2265,76,5,1.55E+13,1.10E+12,39.4,1.1,65.6,1.8,,0.0661,,,QSO,46.2,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRC2251-178,Lya,"3006, 3116",1,3061,69,4,1.39E+13,9.63E+11,43.1,2.5,71.8,4.1,blended with 3205,0.0661,,,QSO,46.2,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRC2251-178,Lya,"3116, 3318",1,3205,335,5,9.38E+13,1.77E+12,52.9,2.1,88,3.5,blended with 3061,0.0661,,,QSO,46.2,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRC2251-178,Lya,"4674, 4720",1,4698,20,3,3.88E+12,6.44E+11,15.6,1.7,26,2.9,weak,0.0661,,,QSO,46.2,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRC2251-178,Lya,"8382, 8480",1,8429,40,3,7.74E+12,6.65E+11,35.8,1.7,59.6,2.8,weak,0.0661,,,QSO,46.2,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRC2251-178,Lya,"8961, 9095",1,9029,62,4,1.22E+13,7.72E+11,45.7,2,76.1,3.4,,0.0661,,,QSO,46.2,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRC2251-178,Lya,"9668, 9798",1,9735,188,3,4.52E+13,8.89E+11,40.8,1.9,67.9,3.2,,0.0661,,,QSO,46.2,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1830.3+7312,Lya,"1500, 1598",1,1553,73,10,1.50E+13,2.22E+12,34,4,56.7,6.7,"very weak, STIS1200 only",0.123,,,QSO,104.04,27.4,0.123,Bowen,8316,O5EW09,"SN=N:28.3,O:6.4",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
RX_J1830.3+7312,Lya,"1800, 2096",5,1971,70,19,1.33E+13,3.61E+12,107.5,7.5,179,12.4,"very weak and broad, STIS1200 only",0.123,,,QSO,104.04,27.4,0.123,Bowen,8316,O5EW09,"SN=N:28.3,O:6.4",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
RX_J1830.3+7312,Lya,"2298, 2494",1,2390,81,12,1.60E+13,2.45E+12,67.4,3.6,112.2,6,"very weak and broad, STIS1200 only",0.123,,,QSO,104.04,27.4,0.123,Bowen,8316,O5EW09,"SN=N:28.3,O:6.4",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
RX_J1830.3+7312,Lya,"4187, 4305",1,4261,45,8,8.70E+12,1.66E+12,45.3,2.8,75.4,4.7,"weak, STIS1200 only",0.123,,,QSO,104.04,27.4,0.123,Bowen,8316,O5EW09,"SN=N:28.3,O:6.4",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
RX_J1830.3+7312,Lya,"4670, 4816",5,4767,53,9,1.04E+13,1.80E+12,49.5,4,82.5,6.7,"weak, STIS1200 only",0.123,,,QSO,104.04,27.4,0.123,Bowen,8316,O5EW09,"SN=N:28.3,O:6.4",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
PG0003+158,Lya,"758, 904",3,841,212,20,5.04E+13,5.82E+12,49.9,2.9,83.1,4.8,"LLS, lots of lines",0.4509,,,QSO,107.32,-45.33,0.4509,Green,12038,"LBGL17,27","SN=N:28.8,C:24.9",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"506, 676",4,613,154,20,3.27E+13,4.71E+12,61.3,2.9,102.1,4.8,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"959, 1045",3,1005,55,10,1.10E+13,2.21E+12,31.2,2.1,51.9,3.5,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"1090, 1194",1,1148,72,11,1.46E+13,2.43E+12,42.5,1.8,70.8,3,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"1554, 1752",1,1649,501,9,2.09E+14,9.09E+12,52.7,1.9,87.7,3.1,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Maybe,"2746, 2822",3,2780,48,8,9.78E+12,1.66E+12,25.4,2.6,42.3,4.3,"not labeled, looks legit",1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"3777, 3923",1,3853,322,8,1.03E+14,4.20E+12,41.5,1.9,69.1,3.1,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"4614, 4690",1,4656,64,7,1.33E+13,1.71E+12,29.8,1.2,49.6,1.9,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"5249, 5319",1,5291,40,7,8.04E+12,1.58E+12,23.5,5.6,39.1,9.2,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"5840, 5912",5,5879,38,7,7.49E+12,1.55E+12,28.9,1.5,48.2,2.6,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"6312, 6380",1,6348,42,7,8.59E+12,1.51E+12,23.8,2.3,39.6,3.8,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-5254,Lya,"8034, 8088",1,8063,33,6,6.58E+12,1.33E+12,18.4,2,30.6,3.3,hard to fit cont,1.053,,,QSO,260.69,-40.9,1.053,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0838+770,Lya,"604, 814",1,721,552,12,2.59E+14,1.53E+13,58.8,2.2,97.9,3.6,,0.131,,,Sey,136.66,32.68,0.131,Green,11520,LB4R10,"SN=N:26.6,C:18.7,O:6.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0838+770,Lya,"1295, 1385",1,1341,44,7,8.72E+12,1.38E+12,33,2.2,54.9,3.7,super weak,0.131,,,Sey,136.66,32.68,0.131,Green,11520,LB4R10,"SN=N:26.6,C:18.7,O:6.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0838+770,Lya,"1487, 1554",1,1522,60,5,1.24E+13,1.20E+12,25.1,1.5,41.8,2.4,,0.131,,,Sey,136.66,32.68,0.131,Green,11520,LB4R10,"SN=N:26.6,C:18.7,O:6.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0838+770,Lya,"2140, 2274",4,2203,70,7,1.39E+13,1.53E+12,46.8,2.4,77.9,4,,0.131,,,Sey,136.66,32.68,0.131,Green,11520,LB4R10,"SN=N:26.6,C:18.7,O:6.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0838+770,Lya,"2856, 2954",1,2911,59,6,1.17E+13,1.30E+12,36.8,2.2,61.2,3.7,,0.131,,,Sey,136.66,32.68,0.131,Green,11520,LB4R10,"SN=N:26.6,C:18.7,O:6.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0838+770,Lya,"4297, 4379",1,4326,36,5,6.95E+12,1.10E+12,31,2.7,51.6,4.5,weak,0.131,,,Sey,136.66,32.68,0.131,Green,11520,LB4R10,"SN=N:26.6,C:18.7,O:6.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,Lya,"1238, 1404",1,1314,332,8,1.25E+14,4.69E+12,37.5,2.9,62.5,4.8,in pilot paper,0.2784,,,QSO,308.59,52.16,0.2784,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,Lya,"3402, 3492",1,3447,72,6,1.50E+13,1.28E+12,29.4,2,49,3.3,in pilot paper,0.2784,,,QSO,308.59,52.16,0.2784,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,Lya,"5824, 5894",1,5857,52,4,1.06E+13,9.85E+11,23.1,1.8,39.2,3.1,in pilot paper,0.2784,,,QSO,308.59,52.16,0.2784,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,Lya,"6540, 6642",7,6596,64,6,1.32E+13,1.21E+12,31.9,2.6,53.2,4.3,in pilot paper,0.2784,,,QSO,308.59,52.16,0.2784,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,Lya,"7540, 7608",1,7573,44,4,8.91E+12,9.53E+11,23.1,2.5,38.5,4.2,in pilot paper,0.2784,,,QSO,308.59,52.16,0.2784,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,Lya,"7696, 7782",1,7744,27,5,5.16E+12,1.01E+12,29.8,3.5,49.7,5.8,"not in pilot paper, weak",0.2784,,,QSO,308.59,52.16,0.2784,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,Lya,"9774, 9816",1,9805,21,3,4.14E+12,6.84E+11,16.1,1.6,26.8,2.7,in pilot paper,0.2784,,,QSO,308.59,52.16,0.2784,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,Lya,"9825, 9885",1,9856,35,4,6.98E+12,8.36E+11,21.5,1.8,36,2.6,in pilot paper,0.2784,,,QSO,308.59,52.16,0.2784,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"831, 873",4,842,22,6,4.43E+12,1.21E+12,19.6,1.8,32.6,2.9,extremely weak,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"1990, 2098",1,2036,47,7,9.39E+12,1.49E+12,35.4,3.5,59,5.8,,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"2832, 2894",8,2872,52,5,1.08E+13,1.13E+12,24.1,4.1,40.1,6.8,blended,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"2894, 3042",1,2946,288,6,9.15E+13,2.77E+12,38.3,2.6,63.8,4.4,blended,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"5230, 5332",1,5276,44,7,8.71E+12,1.37E+12,33.3,3.1,55.5,5.2,weak,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"6849, 7073",1,6967,161,9,3.37E+13,2.11E+12,67,3.6,111.6,6.1,,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"8134, 8168",1,8156,20,4,3.90E+12,8.00E+11,13.2,2.7,21.9,4.5,very weak,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"9860, 10050",1,9964,336,7,1.01E+14,2.89E+12,48.5,2.3,80.7,3.8,slightly blended,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1352+183,Lya,"10050, 10122",9,10083,39,6,7.76E+12,1.18E+12,24.2,2.6,40.2,4.4,blended,0.152,,,Sey,4.37,72.87,0.152,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
1H0717+714,Lya,"2758, 2962",4,2873,349,6,9.43E+13,1.95E+12,58.3,1.9,97,3.2,"in pilot, blended with Lya@2988",0.2315,,,BLLac,143.98,28.02,0.23149,Green,12025,LBG812,"SN=N:23.2,C:28.6,O:16.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0717+714,Lya,"2962, 3028",1,2988,33,4,6.62E+12,7.96E+11,22.7,2.8,37.8,4.6,"in pilot, blended with Lya@2873",0.2315,,,BLLac,143.98,28.02,0.23149,Green,12025,LBG812,"SN=N:23.2,C:28.6,O:16.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0717+714,Lya,"3786, 3900",1,3840,39,5,7.55E+12,9.21E+11,38.2,3.4,63.6,5.7,in pilot,0.2315,,,BLLac,143.98,28.02,0.23149,Green,12025,LBG812,"SN=N:23.2,C:28.6,O:16.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0717+714,Lya,"5224, 5360",4,5283,51,5,9.90E+12,1.02E+12,49.9,2.5,83.1,4.2,in pilot,0.2315,,,BLLac,143.98,28.02,0.23149,Green,12025,LBG812,"SN=N:23.2,C:28.6,O:16.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0717+714,Lya,"6180, 6336",1,6271,167,5,3.84E+13,1.36E+12,44.4,2.6,73.9,4.3,in pilot,0.2315,,,BLLac,143.98,28.02,0.23149,Green,12025,LBG812,"SN=N:23.2,C:28.6,O:16.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0717+714,Lya,"6525, 6643",6,6595,64,5,1.28E+13,1.04E+12,38.6,2.4,64.3,3.9,in pilot,0.2315,,,BLLac,143.98,28.02,0.23149,Green,12025,LBG812,"SN=N:23.2,C:28.6,O:16.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0717+714,Lya,"7752, 7846",1,7799,52,4,1.05E+13,8.51E+11,27.9,3,46.4,5,in pilot,0.2315,,,BLLac,143.98,28.02,0.23149,Green,12025,LBG812,"SN=N:23.2,C:28.6,O:16.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1WGA_J0028.4-3306,no,,,,,,,,,,,,,,,,QSO,341.25,-82.24,0.89,Chen,15163,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1001+054,Lya,"611, 673",3,640,40,16,8.19E+12,3.47E+12,21.4,3.9,35.6,6.6,very weak,0.161,,,QSO,234.16,44.62,0.161,"Bregman,Cooke","1,334,713,423","LC9W02,LCCV02","SN=N:21.8,C:12.0,O:1.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1001+054,Lya,"1259, 1375",5,1306,76,15,1.54E+13,3.30E+12,44.8,1.9,74.7,3.1,,0.161,,,QSO,234.16,44.62,0.161,"Bregman,Cooke","1,334,713,423","LC9W02,LCCV02","SN=N:21.8,C:12.0,O:1.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1001+054,Lya,"2326, 2516",1,2425,350,12,1.19E+14,6.20E+12,44.7,2.9,74.4,4.8,,0.161,,,QSO,234.16,44.62,0.161,"Bregman,Cooke","1,334,713,423","LC9W02,LCCV02","SN=N:21.8,C:12.0,O:1.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1001+054,Lya,"4020, 4174",1,4092,217,10,5.31E+13,2.79E+12,46.3,2.2,77.1,3.7,,0.161,,,QSO,234.16,44.62,0.161,"Bregman,Cooke","1,334,713,423","LC9W02,LCCV02","SN=N:21.8,C:12.0,O:1.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1001+054,Lya,"6740, 6920",1,6840,205,10,4.80E+13,2.73E+12,53.6,2.8,89.3,4.6,,0.161,,,QSO,234.16,44.62,0.161,"Bregman,Cooke","1,334,713,423","LC9W02,LCCV02","SN=N:21.8,C:12.0,O:1.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
